strength	route	pmid	doi	year	title	journal	authors	queries	abstract
强护理前置	护士给药错误/近失/用药安全流程	40345760	10.1016/j.cnur.2025.01.006	2025	Pharmacogenomics for Nurses.	The Nursing clinics of North America	Cheek DJ; Walker T	Q3_nursing_monitoring_admin	In the new and evolving area of precision medicine, the nurse will not only have to rely on the 5 rights for medication administration but may also have to take into account the patient's genetic makeup. The 5 rights of medication administration have been incorporated into precision medicine, which includes pharmacogenetics-the specific gene and drug interaction- or more broadly, pharmacogenomics, which encompasses specific gene and drug interactions and other genetic and environmental factors. Pharmacogenomic testing is now available with specific guidelines to assist the prescriber with drug and dose selection to improve drug efficacy and reduce adverse drug reactions.
中等护理相关	其他	41712415	10.1177/27527530251410910	2026	Naxitamab for Relapsed/Refractory Neuroblastoma.	Journal of pediatric hematology/oncology nursing	Herriage T; Rawwas J; Sterman A; Hennen E; Bevers E	Q3_nursing_monitoring_admin	BackgroundChildren with relapsed/refractory (R/R) neuroblastoma are at risk for poor outcomes due to resistant disease. Naxitamab is an anti-glycolipid disialoganglioside (GD2) monoclonal antibody approved by the Food and Drug Administration for the treatment of R/R high-risk neuroblastoma. Serious adverse reactions are an expected part of treatment and include severe nerve pain during the infusion. Institutions using an interdisciplinary team approach can create a safe system for the infusion of naxitamab in the outpatient clinic setting. The purpose of this article is to present this immunotherapy, naxitamab, its adverse events (AEs), and one institution's approach in administering naxitamab in an outpatient infusion center.MethodAn interdisciplinary team, led by a pediatric oncology advanced practice nurse, developed a detailed standardized care plan that can be tailored to the patient's previous history with pain medications and response to naxitamab. The team includes multiple nursing roles, physician specialists, pharmacists, psychosocial staff, and the patient and family; each team member is educated in their defined role.ResultsAEs can be effectively managed, and naxitamab infusions can be safely infused in the outpatient infusion center through repeated cycles of treatment. Patients can be discharged to home 2 hr after the completion of the infusion.DiscussionOutpatient administration of naxitamab requires exact planning and implementation by a well-prepared interdisciplinary team. This approach supports patients and families in maximizing their quality of life through ambulatory care.
强护理前置	护士给药错误/近失/用药安全流程	41178830	10.1111/jan.70341	2026	The Influence of Nurse Staffing and Workload on Medication Administration Errors: A Scoping Review.	Journal of advanced nursing	Rachman M; Yen PY	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	To summarise the type of medication administration errors associated with nurse staffing and workload, and identify how nurse staffing, workload and medication administration data were measured and captured in existing studies. A scoping review. We conducted a literature search across four electronic databases, including Embase, CINAHL, Ovid Medline and Scopus, from inception to June 2024. The search was limited to articles published in English and primary studies examining nurse staffing, workload and medication administration errors in hospital settings. Of the 1141 articles retrieved, 36 articles met the inclusion criteria. The majority were conducted using a Cohort (n = 15) or Cross-sectional (n = 16) study design. Most studies (n = 21) used self-reported data to evaluate nurse staffing, workload and medication administration errors. We found limited studies used objective data sources, such as barcode medication administration (BCMA) systems (n = 5) and electronic staffing systems (n = 5), to assess the impact of staffing on medication errors involving the administration of time-critical medications. There was a fair amount of heterogeneity in how nursing workload and medication administration errors were measured and analysed, complicating nurse leaders' ability to allocate staffing resources that meet the patient's needs. This review found a heavy reliance on self-reported data across different study designs. While self-reported data offer valuable insights, the emerging use of objective data sources, such as BCMA, can minimise bias and capture more nuances in administration errors during high-demand periods. The review highlights the emerging use of real-world data to examine the influence of nurse staffing and workload on medication administration errors. As nursing care becomes increasingly complex, future studies utilising subjective and objective data sources can assist nurse leaders in making informed, data-driven staffing decisions to reduce medication errors. The review followed the PRISMA-Scr reporting guidelines. No patient or public contribution.
强护理前置	护士给药错误/近失/用药安全流程	40951594	10.1155/jonm/2439568	2025	Nurses' Work Interruptions and Responses: Multitasking During Medication Tasks and Differences by Nursing Delivery System.	Journal of nursing management	Hong KJ; Lee E	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Aim: This study aimed to report not only the frequency and source of work interruptions but also nurses' responses to them, focusing on multitasking during medication-related work. It also examined the differences in work interruption according to the nursing care delivery system. Background: Work interruptions increase nurses' workload complexities and errors, as they compromise nurses' attention. Design: The time and motion cross-sectional observational study method was used. Method: Data were collected between September 4 and 15, 2023, from six nurses in a functional nursing care delivery unit and five nurses working eight-hour shifts in an integrated nursing care unit at a general hospital in South Korea. The Work Observation Method by Activity Timing program was used to record the tasks performed by nurses. Results: The number of interruptions, including multitasking per hour, was 11.21 and 9.27 for the functional nursing care delivery unit and the integrated nursing care unit, respectively. The most interrupted locations were the nurse station (41.6%) and patient rooms (35.4%) in each unit, respectively. Common sources of interruptions were other nurses and patients in both units, followed by family or caregivers in the functional nursing delivery unit and equipment malfunction in the integrated nursing care unit. Nurses responded to work interruptions during medication administration, multitasking 2.79% and 3.02% of the time they administered medication in the functional nursing care delivery unit and integrated nursing care unit, respectively. The most common task in multitasking with medication involved communicating with other professionals. Conclusions: Interruptions and multitasking disrupt medication-related tasks in healthcare environments and require strategies to mitigate frequent work interruptions. Implications for Nursing Management: Efforts aimed at mitigating interruptions that disrupt patient safety, including preventing medication errors and developing interventions based on differences in the nursing delivery system, are needed.
强护理前置	护士给药错误/近失/用药安全流程	39381898	10.1111/jocn.17483	2025	Analysis of the Incidence and Factors Influencing Medication Administration Errors Among Nurses: A Retrospective Study.	Journal of clinical nursing	Li B; Yue L; Peng H; Chen X; Sohaib M; Peng B	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	To explore the incidence and factors influencing medication administration errors (MAEs) among nurses. Medication administration is a global concern for patient safety. Few studies have assessed the incidence of MAEs or explored factors that considered the interplay between behaviour, the individual and the environment. This retrospective study included 342 MAEs reported in the electronic nursing adverse event reporting system between January 2019 and September 2023 at a university-affiliated teaching hospital in China. Data on nurses' demographics and medication administration were extracted from the nursing adverse event reports. The reports were classified according to the severity of patient harm. The causes of the 342 MAEs were retrospectively analysed using content analysis based on Bandura's social cognitive theory. Descriptive statistics were used to calculate the proportion of medication errors and the distribution of subcategories. In total, 74.3% of MAEs were adverse events owing to mistakes and resulted in no harm or only minor consequences for patients. Nurses aged 26-35 years and those with 6-10 years of experience were the most common groups experiencing MAEs. Factors influencing MAEs included personal ('knowledge and skills' and 'physical state'), environmental ('equipment and infrastructure,' 'work settings' and 'workload and workflow') and behavioural ('task performance' and 'supervision and communication') factors. The study further highlighted the interrelationships among personal, behavioural and environmental factors. Multiple factors influence MAEs among nurses. Nurse-related MAEs and the relationship between behaviours, individual factors and the environment, as well as ways to reduce the occurrence of MAEs, should be considered in depth. Understanding the factors influencing MAEs can inform training programs and improve the clinical judgement of healthcare professionals involved in medication administration, ultimately improving patient prognoses and reducing MAEs. The findings can help develop clinical guidelines for preventing MAEs.
中等护理相关	护士给药错误/近失/用药安全流程	40714949	10.1111/wvn.70067	2025	Effectiveness of Interventions for Reducing Interruptions During Medication Administration: A Systematic Review.	Worldviews on evidence-based nursing	Zhang W; Zhang Y; Guo Z; He Y; Ma W	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Medication errors, particularly during administration, are a major threat to patient safety, with interruptions being a key contributor. Nurses are the most affected by these disruptions, and various interventions have been proposed to reduce interruptions. This review evaluates the effectiveness of preventive and responsive interventions aimed at reducing interruptions during medication administration. A systematic search of multiple databases identified 14 eligible studies on interventions targeting nurse interruptions. The review includes randomized controlled trials and quasi-experimental studies, focusing on interruption and medication error rates. Significant heterogeneity prevented meta-analysis. Preventive strategies, like no-interruption vests and awareness campaigns, may reduce interruptions from external sources, but nurse-to-nurse interruptions remained common. Responsive strategies showed limited success in reducing interruptions but improved nurses' ability to manage them. The impact on medication errors was inconclusive. Preventive strategies help reduce interruptions, but more targeted interventions are needed for nurse-to-nurse disruptions. A combined approach of preventive and responsive strategies can enhance medication safety.
强护理前置	护士给药错误/近失/用药安全流程	40907110	10.1016/j.nepr.2025.104535	2025	Factors associated with medication administration by nursing students: A scoping review.	Nurse education in practice	Dos Santos Sousa VT; da Silva Fernandes E; Barros LM; Soto CLM; de Souza Oliveira AC; Rios MP	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	To map factors that may interfere with parenteral medication administration by undergraduate nursing students in hospital settings. Medication errors are a major patient safety concern, especially during administration often caused by communication failures, distractions and lack of training. Though data often focus on professionals, nursing students also face high error rates and near misses during clinical training. A scoping review. This study was conducted using the Joanna Briggs Institute methodology and the Preferred Reporting Items for Systematic Reviews and Meta-Analyses Extension for Scoping Reviews (PRISMA-ScR). Data sources-MEDLINE, LILACS, BDENF, Web of Science, Scopus and the Brazilian Digital Library of Theses and Dissertations-were consulted in November 2024. Additionally, citation review of selected studies was performed. Primary studies addressing parenteral medication administration by undergraduate nursing students and reporting influencing factors in the hospital environment were included. Results are presented descriptively, supported by tables and figures. The final sample comprised 20 studies published between 2002 and 2024, with a higher frequency in Nurse Education Today. Geographically, Australia and the United States predominated, each contributing four investigations. Sample sizes ranged from 10 to 329 students, with a mean of 109 participants. Methodologically, 11 studies employed a quantitative approach and nine used a qualitative design. Identified factors include student self-confidence, deficiencies in clinical supervision and institutional environmental limitations. This review underscores the imperative for implementing educational strategies that foster clinical competence, strengthen patient safety culture and cultivate safer, more collaborative learning environments during nursing education.
中等护理相关	护士给药错误/近失/用药安全流程	39797668	10.1136/bmjoq-2024-002994	2024	Barriers to medication administration error reporting in a tertiary hospital in Lebanon.	BMJ open quality	Mehanna D; El Gerges N; Chalhoub M; Daou R	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	The aim of this study is to identify the key barriers that prevent medication administration errors (MAEs) from being reported by nurses in Lebanese hospitals. A quantitative cross-sectional study was conducted at Hotel-Dieu de France Hospital using a self-administered questionnaire. A total of 275 responses were recorded and analysed using the IBM SPSS software V.23.0. Our study showed that 'Fear' and 'Administrative response' present the two main types of barriers to MAE reporting with a frequency of 62.9% and 60.7%, respectively, with more than half of our nurses confirming it (52.7%). The significant administrative barriers are: No positive feedback if medications were given correctly, too much emphasis being placed on MAE and the focus by the nursing administration on the individual rather than looking at the systems as a potential cause of the MAE whereas the significant fear barriers are the chances of suing the nurse if MAE is reported, the fear of adverse consequences of MAE reporting, the blame of nurses if something happens to the patient as a result of the MAE. No significant association was found between the barriers and demographic factors such as age, gender, experience and attending the training and orientation programmes. The findings highlight the need for targeted strategies to address these types of barriers. Anonymous error reporting, fostering a culture of transparency and adopting a non-punitive reporting system are approaches that can be implemented for optimal performance improvement, enhanced safety and healthcare quality and reduced wasting of the hospitals' financial resources.
强护理前置	护士给药错误/近失/用药安全流程	40273614	10.1016/j.nedt.2025.106744	2025	Assessment of undergraduate nursing students' medication administration competency: A systematic review.	Nurse education today	Irvine S; Whiteing N; Andrew S	Q3_nursing_monitoring_admin	Nursing students must be well-prepared and competent in medication administration (MA) and be able to apply pharmacology knowledge as registered nurses. MA is integral to ensuring patient safety, but nursing students find it challenging to acquire competency in MA. Little is known about assessing medication administration competency in various clinical practice settings. To conduct a systematic review of how undergraduate nursing students' medication administration competency is assessed in clinical practice settings. Original research studies were identified using PubMed, Web of Science, CINAHL, PsycINFO, Scopus, ScienceDirect, and ERIC. This systematic literature review included primary research studies using objective competency measures of MA assessment of undergraduate nursing students in a clinical practice setting, published in English between 1990 and 2023. Data was extracted and synthesised using the Preferred Reporting Items for Systematic Reviews. 32 original research papers were included in the review. Studies came from 12 countries. A quasi-experimental design was used by 75 % of studies to examine MA competency assessment. Medication assessments were conducted primarily in simulation labs. Simulation was found to have positive outcomes on MA competency on clinical placement. Studies were grouped into three categories: 'Using technology', 'Educational Strategies', and 'Focus on Safety skills'. Studies reported error rates associated with patient identification and hand hygiene, including those of senior nursing students. Quality appraisal was conducted using the Medical Education Research Study Quality Instrument (MERSQI). The MERSQI Mean score was 12.92/18. Several studies failed to report the sample size calculation and the validity of instruments. A whole-curriculum approach with MA content and skills mapped and scaffolded across the undergraduate nursing program is required to enable students to achieve MA competency. Attention to the design of studies is required to ensure the reliability of results. Further research is required to understand the cognitive and affective behaviours contributing to the ongoing errors, focusing on assessing competency in clinical placement.
强护理前置	护士给药错误/近失/用药安全流程	39475893	10.1097/NNA.0000000000001502	2024	Examining Nursing Medical Malpractice Cases Related to Medications.	The Journal of nursing administration	Higden J; Folcarelli P; Schaffer A	Q3_nursing_monitoring_admin	The aim of this study was to analyze medication-related nursing medical malpractice cases to gain insights regarding how malpractice risk can be reduced. The criminal prosecution and verdict of nurse RaDonda Vaught focused attention on the potential medicolegal risk for nurses related to medications. Medication-related medical malpractice cases involving nurses were obtained from a national database. Various attributes of these cases were examined, including contributing factors, injury severity, and case outcomes. Authors identified 231 nursing medication-related medical malpractice cases closed from 2017 to 2021. The most frequent adverse events involved medication administration. Not following policies or protocols was the most common contributing factor. Opioids and epinephrine were the medications most frequently involved in the cases. Indemnity payments were made in 56.3% of the cases, with an average indemnity payment of $366 002. Nursing medication-related medical malpractice cases are relatively uncommon, which may reassure nurses regarding medicolegal risk. Medications and contributing factors involved in the cases suggest patient safety interventions including education related to policies, procedures, and protocols.
强护理前置	护士给药错误/近失/用药安全流程	38451141	10.1097/01.NEP.0000000000001247	2024	Nursing Students' Perceptions Regarding Teaching and Learning Practices That Promote Safe Medication Administration.	Nursing education perspectives	Hnatyshyn T; Ens T; Estefan A; Kirkpatrick M	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	This article reports on a study conducted to explore what helps and what complicates learning safe medication administration. In this study, nurse educators explored students' perspectives on effective teaching practices, what influences medication errors and near misses, and strategies for improving students' learning about medication administration. Students ranked nursing instructors, peers, and staff nurses as having the greatest positive impact on both their learning and patient safety. Good relationships, an appropriate pace of learning, and practice were also beneficial. Noise, time constraints, and interruptions were negatively associated with learning and patient safety.
弱相关/需人工排除	护士给药错误/近失/用药安全流程	39153953	10.1016/j.medine.2024.08.002	2024	Analysis of medication errors in Neonatal Intensive Care: A systematic review.	Medicina intensiva	Escandell-Rico FM; Pérez-Fernández L	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Medication errors, potentially causing harm and causing harm, increase significantly in newborns cared for in intensive care settings. In this sense, this work carries out a systematic review to analyze the most current evidence in relation to medication errors in neonatal intensive care, discussing the topics that refer to health technology from smart pumps, cost-effectiveness of medications, the practice of nursing professionals on the medication administration process and quality improvement models. In this way, it could be considered a useful tool to promote quality and safety in neonatal intensive care.
强护理前置	护士给药错误/近失/用药安全流程	42091056	10.1055/a-2867-0618	2026	Development and Application of a Nurse-Led Clinical Decision Support System for Safe Intravenous Medication Administration: A Nonrandomized Controlled Trial.	Applied clinical informatics	Zhang F; Yun W; Qin L	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Intravenous medication administration is a high-risk clinical procedure, where medication errors can lead to adverse consequences. Evidence-based clinical practice guidelines provide recommendations for the administration and monitoring of intravenous infusions. These guidelines are being increasingly integrated into clinical decision support systems (CDSS). The development of CDSS should emphasize nurses as core users, closely align with their clinical workflows, and ultimately create practical, user-friendly tools through thoughtful interface design, functional logic, and intelligent alert mechanisms. We aimed to design and develop a clinical decision support tool based on the Data-Information-Knowledge-Wisdom model, which minimizes infusion errors by providing real-time alerts and standardizing workflows. A nonrandomized trial (May-July 2024) in a tertiary hospital compared traditional practices (n = 1,204) with a CDSS (n = 1,207) using 300 clinical rules and a personal digital assistant interface. Outcomes included error rates, severity, nurse satisfaction, and efficiency. The CDSS reduced errors by 56.8% (16.69-7.21%, p < 0.001), eliminated severe errors (Level 3-4), improved nurse satisfaction (mean: 69.1/85 on a 17-85 scale), and reduced prescription processing time by 41%. This nurse-led CDSS enhances infusion safety and efficiency, offering a scalable solution. Artificial intelligence-driven predictive error detection could further optimize outcomes.
强护理前置	护士给药错误/近失/用药安全流程	40365125	10.36401/JQSH-24-33	2025	Medication Administration Error Reporting Among Nurses: A Descriptive Qualitative Study.	Global journal on quality and safety in healthcare	Tuvor D; Kumah A; Abiti R; Afakorzi SH; Agbemade PK; Ahiale C	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Nurses are integral to the healthcare delivery team (multidisciplinary team). They are involved and play vital roles with responsibilities to ensure the quality of healthcare for their patients. The key to those varied roles is the administration of medication. Depending on the clinical setting, nurses spend up to 40% of their hours on medication administration and its management processes. They are liable to identify and prevent medication administration errors (MAEs) and their consequences. This study aimed to explore the barriers and facilitators to the reporting behavior for MAEs among nurses in Ghana. A descriptive qualitative cross-sectional study was conducted among nurses in a district catholic hospital in Ghana. The level of nurses' knowledge of MAEs, causes of such errors, barriers to reporting, and strategies for minimizing errors were assessed. Purposive sampling was used to select a total sample of 20 nurses interviewed face-to-face using an in-depth method. The interviews were recorded, transcribed, and analyzed thematically. The study found that all nurses are aware of MAEs, which serve as the basis for decision-making. However, some nurses do not report these errors when they occur. Factors such as workload, stress and tiredness, staff shortage, difficulty calculating drug dosage, inadequate knowledge about specific medications, distractions during administration, and patient-related factors were identified as common causes of MAEs. The study also revealed that hospital management and the potential negative consequences of reporting errors, such as unpleasant reactions, lawsuits, and loss of a job, are significant barriers to reporting. Regular training workshops should be conducted to update nurses' knowledge about the importance of reporting medication errors, the reporting process, new medications and their administration, to develop a policy document that promotes a nonblaming, nonpunitive, and supportive learning culture for MAE medic reporting.
弱相关/需人工排除	护士给药错误/近失/用药安全流程	40850027	10.1016/j.ijnurstu.2025.105187	2025	Omission of regular medications in aged care facilities: a retrospective observational study.	International journal of nursing studies	Garratt SM; Prasad M; Ottosen K; Manias E	Q3_nursing_monitoring_admin	In aged care facilities, medications are typically administered to older adults by authorized aged care workers. Medication dose omissions may occur during this process, where a prescribed dose is not administered before the next scheduled dose time. Published research on medication dose omissions almost exclusively focuses on hospital settings, with dose omissions described as mistakes or a form of administration error. There is very little empirical evidence about medication dose omissions in aged care facilities, how they occur, the medications omitted, and why. The aim of this study was to characterize medication dose omissions in the context of Australian aged care facilities, outlining the prevalence of omissions, most commonly omitted medications, omission categories, timing of omissions, and reasons behind medication dose omissions. A retrospective observational study was conducted using de-identified secondary medication administration data from two national electronic medication chart providers, spanning from March 17th 2023 to March 18th 2024. All regular medication dose omission events over the timeframe were included. Data included resident demographics, aged care workers role permissions, and free-typed reasons and rationales aged care workers had recorded for each dose omission. Data were analyzed using descriptive statistics, independent sample t-tests, activity pattern analysis, and Spearman's correlation. In total, 12,438 residents lived in aged care facilities during the timeframe, across 287 aged care facilities. Residents experienced a median of one dose omission per 100 doses dispensed (IQR 0.45-2.66). Certified nursing staff were the primary recorders of omitted doses (60 %). The Anatomical Therapeutic Chemical classifications most omitted were alimentary tract and metabolism medications (one dose omission per 26.84 doses), and nervous system medications (one dose omission per 53.65 doses). The most omitted medications included forms of paracetamol, laxatives, and lubricating eye drops. In all, 56 % of medication omission records lacked corresponding details about the factors or decision-making that led to the omission. Regular medications were omitted, but inconsistently recorded in Australian aged care facilities. Standardization and education around managing and recording omissions may improve resident-centric medication administration in aged care facilities, better support aged care workers' clinical decision-making, and help to inform more nuanced medication reviews.
弱相关/需人工排除	其他	41075050	10.1007/s40520-025-03183-5	2025	Polypharmacy appropriateness in Italian Long-Term Care Facilities: the nationwide prescription day point survey.	Aging clinical and experimental research	Malara A; Zucchelli A; Trevisan C; Borselli G; Incalzi RA; Onder G	Q3_nursing_monitoring_admin	Global population aging is increasing the demand for Long-Term Care Facilities to support older adults with complex health needs. The Prescription Day LTCFs project is a national multicenter point-prevalence study, conducted by the Italian Society of Gerontology and Geriatrics in collaboration with the ANASTE Humanitas Foundation, investigated medication prescription patterns and administration practices in 3,400 residents across 82 facilities in Italy. Participants had a mean age of 84.7 years, with a high prevalence of frailty (49.7%) and polypharmacy (84.8% taking five or more medications). Common chronic conditions included hypertension, dementia, and dysphagia. The study highlighted the complexity of pharmacological regimens, emphasizing risks related to potentially inappropriate medications, drug-drug interactions, and frequent modifications of solid oral dosage forms to facilitate administration in residents with swallowing difficulties or cognitive impairment. These complexities contribute to increased nursing workload. Despite advances in deprescribing research, polypharmacy remains highly prevalent, underlining the need for tailored prescribing guidelines. Variability among Long Term Care Facilities reflects differences in organization and regional healthcare frameworks. The findings provide a valuable foundation for developing strategies to optimize medication management, enhance safety, and improve quality of care in Italian Long Term Care Facilities. This study also offers insights to inform healthcare policies and best practices in pharmacological care for older adults in Long Term Care settings. PRE BIO CE n. 0027032 (20/06/2024), National Ethics Committee, Istituto Superiore di Sanità, Rome, Italy.
强护理前置	护士给药错误/近失/用药安全流程	39449460	10.3390/nursrep14040223	2024	Paediatric Emergency Nurses' Perception of Medication Errors: A Qualitative Study.	Nursing reports (Pavia, Italy)	Collado-González B; Fernández-López I; Urtubia-Herrera V; Palmar-Santos AM; García-Perea E; Navarta-Sánchez MV	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Patient safety is fundamental to healthcare. Adverse events, particularly medication errors, cause harm to patients, especially the paediatric population in the emergency department. To explore paediatric emergency nurses' perceptions of medication administration errors. A qualitative, ethnomethodological, descriptive study. The participants were nurses working in the paediatric emergency department. Data were collected through in-depth individual interviews with paediatric emergency nurses. The study excluded nurses employed for less than six months. Ten individual interviews were carried out. All interviews were face-to-face and audio-recorded with the participant's consent. Interviews took between 52 min and 1 h 25 min. A questions guide was followed during the interviews. The analysis of the data was carried out according to the scheme proposed by Taylor and Bogdan. The participants' discourse revealed three main categories: Safety culture, transmitted by supervisors and safety groups. Teamwork, with good communication and a positive relationship. Error management, the lack of formal support and negative feelings despite an understanding of the multifactorial nature of errors. The study identifies several challenges in the healthcare system. Emphasis was placed on the perception of errors in terms of patient harm, while near misses or dose delays or omissions are not treated as errors. Although institutions have implemented safety culture strategies, nurses have not fully embraced them. There is a need to promote a positive safety culture and a safe working environment that encourages communication within the team. The hospital should provide training in safe management and patient safety and develop effective protocols. This study was not registered.
强护理前置	护士给药错误/近失/用药安全流程	39266110	10.1016/j.profnurs.2024.06.008	2024	Educational preparedness and perceived importance on confidence in new graduate registered nurses' medication administration.	Journal of professional nursing : official journal of the American Association of Colleges of Nursing	Westman J; Johnson KD; Smith CR; Kelcey B	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Medication errors are the most common type of error affecting patient safety and the most preventable cause of adverse medical events globally. Medication errors occur most frequently (33.3 %) during the administration phase. New nurses felt their education left them vulnerable to errors, suggesting that current curricula may be insufficient. The purpose of this study was to determine the relationship between new nurses' educational preparedness and perceived importance with confidence in medication administration. A secondary aim was to determine the difference in the variables based on demographic information. A descriptive, correlational design was employed using the Theory of Human Error. Ohio newly licensed nurses were surveyed for their educational preparedness, perceived importance, and confidence in nine medication competencies. Descriptive and inferential statistics were used. N = 201. A significant, positive relationship was found between both educational preparedness and confidence, and perceived importance and confidence. Nurses reported high levels of educational preparedness, perceived importance, and confidence. All correlations and regressions were significant, indicating that as nurse educational preparedness and/or perceived importance increases, the odds of confidence increases. Demographic analysis demonstrated that practice area and years of experience significantly contributed to differences in the variables. Understanding the educational preparedness and perceived importance of the medication competencies can help guide future research into creating educational and clinical interventions to ultimately decrease medication errors.
中等护理相关	护士给药错误/近失/用药安全流程	42031420	10.1136/bmjhci-2025-101507	2026	Does the accuracy of medication administration documentation improve with electronic medication systems? A stepped-wedge cluster randomised trial.	BMJ health & care informatics	Badgery-Parker T; Li L; Woods A; Raban M; Westbrook J	Q3_nursing_monitoring_admin	Accurate documentation of medication administration is crucial for patient safety. This study compares the accuracy of documentation between paper-based and electronic medication management (eMM) systems. A secondary analysis of data from a stepped-wedge cluster randomised trial of an eMM implementation was conducted. The eMM module allowed electronic prescribing, recording of drug dispensing, drug administration and medication reconciliation and monitoring. Medication administration processes were observed in a tertiary paediatric hospital in Sydney, Australia. Trained nurse observers recorded details of medication administrations which were then compared with the information documented by nurses about the administrations. 5095 administrations were analysed. With eMM compared with paper, significantly fewer administrations had no time documented (adjusted OR (aOR) 0.15; 95% CI 0.07 to 0.34; p<0.001), but documented details were more often inaccurate (aOR 4.6; 95% CI 3.3 to 6.6). Fewer doses were administered from incorrect prescriptions with eMM (aOR 0.25; 95% CI 0.18 to 0.36). eMM improves certain aspects of documentation but introduces new challenges, particularly in accurately recording administration details. Further investigation is needed to optimise these systems. Australian New Zealand Clinical Trials Registry 370325.
强护理前置	护士给药错误/近失/用药安全流程	42133931	10.1080/01612840.2026.2621863	2026	Mental Health Nurses' Experiences of a Medication Administration Error (MAE) - A Scoping Review.	Issues in mental health nursing	Betts P; McCarthy S; Mahony JO; Lehane E	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Nurses spend up to 40% of their time safely administering medication. Medication administration errors (MAEs) are a concern as they can compromise patient safety and increase the risk of morbidity and mortality. Although some research has investigated factors that influence MAEs, there has been limited attention paid to the impact and unique experiences of mental health nurses directly involved in such errors. The scoping review intended to explore literature on the experiences of mental health nurses regarding MAEs within the hospital setting. A database search found 540 citations, with one extra study identified through reference lists; no new papers were found in the grey literature. Three papers included: an editorial and two qualitative studies. Using MMAT for quality appraisal, the review showed that mental health nurses' experiences of MAEs were shaped by workload, staffing, ward dynamics, patient involvement, and communication. Nurses reported emotional responses such as fear, anxiety, stress, relief, and guilt. Mental health nurses administer medication, yet the effects of MAEs are largely overlooked, with only three studies covering this area. This review highlights the importance of understanding factors and emotions related to MAEs. While nurses shared experiences, the studies did not explain how they interpreted these errors.
中等护理相关	护士主导随访/监测/管理	42060234	10.1007/s11096-026-02141-z	2026	Barriers and facilitators for the implementation of medication safety recommendations: focus groups with stakeholders.	International journal of clinical pharmacy	Oude Lansink MAM; Vervloet M; van Tholen L; Dankers M; Heringa M; van den Bemt BJF	Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Multiple medication safety recommendations to reduce preventable medication-related hospitalisations have been introduced in the Netherlands. Still, these hospitalisations remain prevalent. This might be due to suboptimal implementation in clinical practice. Therefore, more insight is needed into barriers and facilitators for the implementation of these medication safety recommendations across healthcare sectors. This study aimed to identify barriers and facilitators for implementing medication safety recommendations across healthcare sectors from the perspective of various stakeholders. A selection of 17 Dutch medication safety recommendations targeting medications responsible for a large proportion of medication-related hospitalisations was evaluated in focus groups to identify barriers and facilitators to their implementation. These included recommendations for: reducing fall risk in elderly; initiating prophylactic medication; monitoring patients at risk of electrolyte disorders; clarifying responsibilities for patient care; informing patients about alarm symptoms; and prescribing antithrombotics on strict indication. Stakeholders were selected through purposive sampling based on their profession and healthcare sector. Transcripts of audio-recordings were analysed inductively, after which implementation factors were categorised using the Consolidated Framework for Implementation Research. Thirty stakeholders were divided into five focus groups. These included community pharmacists (n = 9), general practitioners (n = 4), hospital pharmacists (n = 3), representatives from healthcare knowledge organisations (n = 3), patient representatives (n = 2), medical specialists (n = 2), nurses (n = 2), and other stakeholders (n = 5). Forty-nine barriers and facilitators were identified. Key themes were lack of specified responsibilities, limited information exchange, local collaboration and protocol adherence. Recommendations with a lower level of implementation often required collaboration with multiple healthcare providers, whereas recommendations with a higher level of implementation were frequently supported by clinical decision support systems. A broad range of barriers and facilitators to the implementation of medication safety recommendations was identified. Overall, the findings highlight the need for recommendations with specified responsibilities, improved information exchange, strengthened local collaboration, and increased protocol adherence.
