relevance	route	pmid	doi	year	pubdate	title	journal	authors	queries	abstract
????LLM/???AI + ??/???/?????????	????/????	41464253	10.3390/healthcare13243184	2025	2025 Dec 05	Can a Generative Artificial Intelligence Model Be Used to Create Mass Casualty Incident Simulation Scenarios? A Feasibility Study.	Healthcare (Basel, Switzerland)	Navarro SM; Atkinson AG; Donagay E; Jabaay M; Lund S; Park MS; Loomis EA; Zietlow JM	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	Mass casualty incident (MCI) simulation scenarios are developed based on detailed review and planning by multidisciplinary trauma teams. This study aimed to assess the feasibility of using generative artificial intelligence (AI) in developing mass casualty trauma simulation scenarios. The study evaluated a range of mass casualty trauma simulation scenarios generated from a public generative artificial intelligence platform based on publicly available data with a validated objective simulation scoring tool. Using a large language model (LLM) platform (ChatGPT4, OpenAI, San Francisco, CA, USA), 10 complex MCI trauma simulation scenarios were generated based on publicly available US reported trauma data. Each scenario was evaluated by two Advanced Trauma Life Support (ATLS) certified raters based on the Simulation Scenario Evaluation Tool (SSET), a validated scoring tool out of 100 points. The tool scoring is based on learning objectives, tasks for performance, clinical progression, debriefing criteria, and resources. Two publicly available mass casualty trauma scenarios were similarly evaluated as controls. Revision and recommended feedback was provided for the scenarios, with review time recorded. Post-revision scenarios were evaluated. Interrater reliability was calculated based on Intraclass Correlation Coefficients (2, k) (ICCs). For the scenarios, scores and review times were reported as medians with interquartile range (IQR) as 25th and 75th percentiles. Ten mass casualty trauma simulation scenarios were generated by an LLM, producing a total of 62 simulated patients. The initial LLM-generated scenarios demonstrated a median SSET score of 78.5 (IQR 74-82), substantially lower than the median score of 94 (IQR 93-95) observed in publicly available scenarios. The interrater reliability ICC for the LLM-generated scenarios was 0.965 and 1.00 for publicly available scenarios. Following secondary human revision and iterative refinement, the LLM-generated scenarios improved, achieving a median SSET score of 94 (IQR 93-96) with an interrater reliability ICC of 0.7425. The feasibility study suggests that a structured, collaborative workflow combining LLM-based generation with expert human review may enable a new approach to mass casualty trauma simulation scenario creation. LLMs hold promise as a scalable tool for the development of MCI training materials. However, consistent human oversight, quality assurance processes, and governance frameworks remain essential to ensure clinical accuracy, safety, and educational value.
????LLM/???AI + ??/???/?????????	????	41329953	10.2196/70190	2025	2025 Dec 02	Enhancing Large Language Models for Improved Accuracy and Safety in Medical Question Answering: Comparative Study.	JMIR medical education	Wang D; Ye J; Li J; Liang J; Zhang Q; Hu Q; Pan C; Wang D	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	Large language models (LLMs) offer the potential to improve virtual patient-physician communication and reduce health care professionals' workload. However, limitations in accuracy, outdated knowledge, and safety issues restrict their effective use in real clinical settings. Addressing these challenges is crucial for making LLMs a reliable health care tool. This study aimed to evaluate the efficacy of Med-RISE, an information retrieval and augmentation tool, in comparison with baseline LLMs, focusing on enhancing accuracy and safety in medical question answering across diverse clinical domains. This comparative study introduces Med-RISE, an enhanced version of a retrieval-augmented generation framework specifically designed to improve question-answering performance across wide-ranging medical domains and diverse disciplines. Med-RISE consists of 4 key steps: query rewriting, information retrieval (providing local and real-time retrieval), summarization, and execution (a fact and safety filter before output). This study integrated Med-RISE with 4 LLMs (GPT-3.5, GPT-4, Vicuna-13B, and ChatGLM-6B) and assessed their performance on 4 multiple-choice medical question datasets: MedQA (US Medical Licensing Examination), PubMedQA (original and revised versions), MedMCQA, and EYE500. Primary outcome measures included answer accuracy and hallucination rates, with hallucinations categorized into factuality (inaccurate information) or faithfulness (inconsistency with instructions) types. This study was conducted between March 2024 and August 2024. The integration of Med-RISE with each LLM led to a substantial increase in accuracy, with improvements ranging from 9.8% to 16.3% (mean 13%, SD 2.3%) across the 4 datasets. The enhanced accuracy rates were 16.3%, 12.9%, 13%, and 9.8% for GPT-3.5, GPT-4, Vicuna-13B, and ChatGLM-6B, respectively. In addition, Med-RISE effectively reduced hallucinations, with reductions ranging from 11.8% to 18% (mean 15.1%, SD 2.8%), factuality hallucinations decreasing by 13.5%, and faithfulness hallucinations decreasing by 5.8%. The hallucination rate reductions were 17.7%, 12.8%, 18%, and 11.8% for GPT-3.5, GPT-4, Vicuna-13B, and ChatGLM-6B, respectively. The Med-RISE framework significantly improves the accuracy and reduces the hallucinations of LLMs in medical question answering across benchmark datasets. By providing local and real-time information retrieval and fact and safety filtering, Med-RISE enhances the reliability and interpretability of LLMs in the medical domain, offering a promising tool for clinical practice and decision support.
????LLM/???AI + ??/???/?????????	?????/OSCE	41632124	10.1001/jamanetworkopen.2025.49963	2025	2025 Dec 01	Vulnerability of Large Language Models to Prompt Injection When Providing Medical Advice.	JAMA network open	Lee RW; Jun TJ; Lee JM; Cho SI; Park HJ; Suh J	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	Large language models (LLMs) are increasingly integrated into health care applications; however, their vulnerability to prompt-injection attacks (ie, maliciously crafted inputs that manipulate an LLM's behavior) capable of altering medical recommendations has not been systematically evaluated. To evaluate the susceptibility of commercial LLMs to prompt-injection attacks that may induce unsafe clinical advice and to validate man-in-the-middle, client-side injection as a realistic attack vector. This quality improvement study used a controlled simulation design and was conducted between January and October 2025 using standardized patient-LLM dialogues. The main experiment evaluated 3 lightweight models (GPT-4o-mini [LLM 1], Gemini-2.0-flash-lite [LLM 2], and Claude-3-haiku [LLM 3]) across 12 clinical scenarios in 4 categories under controlled conditions. The 12 clinical scenarios were stratified by harm level across 4 categories: supplement recommendations, opioid prescriptions, pregnancy contraindications, and central-nervous-system toxic effects. A proof-of-concept experiment tested 3 flagship models (GPT-5 [LLM 4], Gemini 2.5 Pro [LLM 5], and Claude 4.5 Sonnet [LLM 6]) using client-side injection in a high-risk pregnancy scenario. Two prompt-injection strategies: (1) context-aware injection for moderate- and high-risk scenarios and (2) evidence-fabrication injection for extremely high-harm scenarios. Injections were programmatically inserted into user queries within a multiturn dialogue framework. The primary outcome was injection success at the primary decision turn. Secondary outcomes included persistence across dialogue turns and model-specific success rates by harm level. Across 216 evaluations (108 injection vs 108 control), attacks achieved 94.4% (102 of 108 evaluations) success at turn 4 and persisted in 69.4% (75 of 108 evaluations) of follow-ups. LLM 1 and LLM 2 were completely susceptible (36 of 36 dialogues [100%] each), and LLM 3 remained vulnerable in 83.3% of dialogues (30 of 36 dialogues). Extremely high-harm scenarios including US Food and Drug Administration Category X pregnancy drugs (eg, thalidomide) succeeded in 91.7% of dialogues (33 of 36 dialogues). The proof-of-concept experiment demonstrated 100% vulnerability for LLM 4 and LLM 5 (5 of 5 dialogues each) and 80.0% (4 of 5 dialogues) for LLM 6. In this quality improvement study using a controlled simulation, commercial LLMs demonstrated substantial vulnerability to prompt-injection attacks that could generate clinically dangerous recommendations; even flagship models with advanced safety mechanisms showed high susceptibility. These findings underscore the need for adversarial robustness testing, system-level safeguards, and regulatory oversight before clinical deployment.
????LLM/???AI + ??/???/?????????	????/????	41386168	10.1016/j.dsx.2025.103355	2025	2025 Dec	Assessing the quality and guideline-concordance of AI-powered chatbots in nutritional management of diabetes.	Diabetes & metabolic syndrome	Ben Lafqih M; Ait Lahbib F; Boutahar K; Azargui H; Elfatimy R; Motaib I	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	This study assessed the performance of ChatGPT and Gemini in delivering evidence-based, personalized dietary recommendations for diabetes management. Fifty-two simulated patient cases covering nine diabetes-related categories were analyzed. We evaluated nutritional recommendations from ChatGPT and Gemini using the Analytic Hierarchy Process (AHP), focusing on clinical relevance, alignment with guidelines, personalization, and practicality. Chatbot performance was compared both overall and across diabetes categories. Gemini (version 1.5 Flash) significantly outperformed ChatGPT (GPT-4) in overall AHP scores (Gemini: 4.34 (IQR 3.85-4.56), ChatGPT: 3.79 (IQR 3.28-4.30), p < 0.001). Gemini performed better in complex cases, particularly chronic kidney disease cases (p = 0.047) and malnutrition or post-bariatric surgery (p = 0.003). No significant differences were observed in other categories (p > 0.05). Gemini outperformed ChatGPT, showing higher guideline alignment. These findings support refining AI tools for reliable, personalized nutrition in diabetes care.
????LLM/???AI + ??/???/?????????	????/????	41379104	10.1080/0142159X.2025.2571041	2025	2025 Dec	Scaffolding for success: Blending learning with and about Generative AI in medical education.	Medical teacher	Boman M; Jhun P; Schaekermann M	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	The emergence of Generative AI (GenAI) presents both vast opportunities and profound challenges for medical education. To ensure its effective and ethically sound adoption, educators, institutions, and policy-makers must look beyond efficiency gains to foster deeper, resilient learning catalyzed by productive struggle: deliberate engagement with complex issues that promotes critical thinking. We conducted a conceptual analysis exploring two intertwined dimensions: using GenAI as a pedagogical tool ('AI in Education') and teaching foundational understanding of AI itself ('Education in AI'). We mapped GenAI's affordances-expressivity, interactivity, multimodality-to educational experiences such as interactive tutoring, OSCE feedback, and simulated patient interactions. We then critically examined implications for curriculum design and learner competencies. We found that GenAI's simultaneous increase in helpfulness and complexity forces convergence of the two educational dimensions. While GenAI supports enhanced learning (e.g. multi-turn tutoring), meaningful use demands critical awareness of its operational limits, ethical boundaries, and technical mechanisms. We argue that mere use of GenAI is insufficient; effective engagement must be informed, reflective, and critical. This entanglement necessitates reimagined curricula and competencies to prepare adaptive, ethically grounded clinicians. Embracing the tension between using and understanding GenAI supports development of robust clinical reasoning in an AI-augmented healthcare landscape.
????LLM/???AI + ??/???/?????????	????	41309100	10.2196/82541	2025	2025 Nov 27	AI-Enhanced Social Robotic Versus Computer-Based Virtual Patients for Clinical Reasoning Training in Medical Education: Observational Crossover Cohort Study.	Journal of medical Internet research	Borg A; Schiött J; Ivegren W; Gentline C; Huss V; Hugelius A; Jobs B; Espinosa F	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	Virtual patient (VP) simulations can be used to practice clinical reasoning (CR) in controlled learning environments. Traditional computer-based VP platforms often lack the authenticity and interactivity required for effective CR training. Artificial intelligence (AI)-enhanced social robotic VPs can enhance realism and engagement; however, quantitative evidence comparing them with conventional VP platforms remains limited. We compared medical students' experience of an AI-enhanced social robotic versus a conventional computer-based VP platform regarding the extent to which the design characteristics of the respective platform facilitate CR skill training. This observational crossover cohort study involved 178 sixth-semester medical students at Karolinska Institutet, Stockholm, Sweden (response rate: 42.3%; 178 of 421 invited students; Spring 2024-Spring 2025), who experienced both a large language model-enhanced social robotic VP platform supporting dialogue (social artificial intelligence-enhanced robotic interface [SARI]) and a conventional computer-based VP platform (virtual interactive case [VIC]) during their clinical rotation within rheumatology. Platform order was determined by clinical rotation scheduling. VP design was evaluated using a validated questionnaire across 5 domains: authenticity, professional approach, coaching quality, learning effects, and overall judgment. Students' CR training preferences were assessed using categorical responses and a Visual Analogue Scale, where a lower score favored SARI and a score of 5 indicated equal preference between platforms. SARI outperformed VIC across all 5 VP design domains. Students rated SARI higher for authenticity (median 4.0, IQR 3.5-4.5 vs 3.0, IQR 2.5-3.5; P<.001), professional approach (median 4.5, IQR 4.0-4.8 vs 4.0, IQR 3.5-4.5; P<.001), coaching quality (median 4.3, IQR 4.0-4.7 vs 4.0, IQR 3.7-4.7; P<.001), learning effect (median 4.4, IQR 4.0-5.0 vs 4.0, IQR 3.5-4.5; P<.001), and overall judgment (median 5.0, 4.0-5.0 vs 4.0, IQR 4.0-5.0; P<.001). Students strongly preferred SARI for CR training (72% vs 14%; odds ratio [OR] 27.1, 95% CI 14.3-53.7; P<.001), with Visual Analogue Scale scores confirming this preference (median 3.0, IQR 2.0-5.0; P<.001). Preferences were consistent across most subgroups (sex, prior VP experience, and platform order); in 2 subgroups, the difference was not significant, that is, students with prior VP experience (62% vs 38%; OR 2.6; 95% CI 0.8-8.9; P=.11) and students first introduced to VIC (55% vs 45%; OR 1.5; 95% CI 0.7-2.9; P=.33). Our findings provide the first quantitative evidence that AI-enhanced social robotic VPs offer superior design characteristics than conventional computer-based platforms for CR training in medical education. These results support the use of AI-driven social robots for VP simulations to better prepare medical students for real clinical encounters, and warrant future research on objective CR skill outcomes and long-term transfer to clinical practice. Unlike previous qualitative studies examining each platform separately, this study provides the first quantitative comparison of design characteristics between AI-enhanced social robotic and conventional computer-based VPs.
????LLM/???AI + ??/???/?????????	????/????	41458776	10.7759/cureus.97834	2025	2025 Nov	Evaluation of Artificial Intelligence for Patient Self-Triage: Comparison of General-Purpose AI Platforms With the NHS 111 Online Symptom Checker in the United Kingdom.	Cureus	Brown HL	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	Emergency departments (EDs) in the UK face substantial pressure due to non-urgent attendances. This technical report evaluates the performance of two general-purpose artificial intelligence (AI) platforms (ChatGPT GPT-5 (OpenAI, San Francisco, California, USA) and Gemini AI v2.5 Flash (Google, Mountain View, California, USA)) for patient self-triage, compared with the NHS 111 online symptom checker. Ten simulated patient scenarios, including five emergency and five non-emergency cases, were assessed against National Institute for Health and Care Excellence (NICE) guideline-based gold standards. Both AI platforms correctly identified all emergency cases; NHS 111 under-triaged one acute emergency. For non-emergency scenarios, AI occasionally over-triaged, recommending emergency assessment for pyelonephritis, whereas NHS 111 correctly classified all non-emergencies. AI triage responses were faster and required fewer follow-up questions than NHS 111, although sometimes producing unclear recommendations. The findings suggest that general-purpose AI may serve as an adjunct to NHS 111, supporting patient self-triage and potentially reducing ED burden. Future work should include larger-scale testing, real patient data, and prospective safety evaluation to assess clinical feasibility.
????LLM/???AI + ??/???/?????????	????/????	41281586	10.18332/tid/211706	2025	2025	Integrating ChatGPT for smoking cessation counseling practice in pharmacy education: A single group quasi-experimental study.	Tobacco induced diseases	Chinwong D; Penthinapong T; Chinwong S	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	Practicing smoking cessation counseling with real patients is often limited in pharmacy education. To address this gap, artificial intelligence (AI) was employed to simulate patient interactions for role-playing, providing a flexible and pressure-free learning experience. This study aimed to evaluate the use of an AI-simulated patient (ChatGPT) for smoking cessation counseling in pharmacy education by assessing students' satisfaction, perceived learning impact, benefits, and difficulties encountered. A quasi-experimental one-group post-test design was conducted with fourth-year pharmacy students enrolled in the smoking-cessation skills course at the Faculty of Pharmacy, Chiang Mai University, during the first semester of 2024 academic year. All students registered and attending the course were eligible and invited to participate. Case scenarios based on the 5As framework were developed and implemented in ChatGPT to simulate real-time counseling. After completing the AI session, students completed a self-administered questionnaire. Among 145 fourth-year pharmacy students, 66% reported satisfaction with the AI activity, and 84.4% indicated improved understanding of smoking cessation. Reported benefits included enhanced self-assessment and adaptability in the learning process, while common challenges involved technical limitations and limited understanding of how AI functions. Overall, students expressed satisfaction with the AI-based activity, reported improved learning, and identified both benefits and areas for improvement. These findings support the integration of AI tools like ChatGPT as a student-centered, scalable approach in smoking cessation education, aligned with SDG 4: Quality Education.
????LLM/???AI + ??/???/?????????	????/????	41254805	10.1186/s41077-025-00385-9	2025	2025 Nov 18	Demographic biases in AI-generated simulated patient cohorts: a comparative analysis against census benchmarks.	Advances in simulation (London, England)	Veenhuizen M; O'Malley A	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	Generative artificial intelligence models are being introduced as low-cost tools for creating simulated patient cohorts in undergraduate medical education. Their educational value, however, depends on the extent to which the synthetic populations mirror real-world demographic diversity. We therefore assessed whether two commonly deployed large language models produce patient profiles that reflect the current age, sex, and ethnic composition of the UK. GPT-3.5-turbo-0125 and GPT-4-mini-2024-07-18 were each prompted, without demographic steering, to generate 250 UK-based 'patients'. Age was returned directly by the model; sex and ethnicity were inferred from given and family names using a validated census-derived classifier. Observed frequencies for each demographic variable were compared with England and Wales 2021 census expectations by chi-square goodness-of-fit tests. Both cohorts diverged significantly from census benchmarks (p < 0.0001 for every variable). Age distributions showed an absence of very young and older individuals, with certain middle-aged groups overrepresented (GPT-3.5: χ2(17) = 1310.4, p < 0.0001; GPT4mini: χ2(17) = 1866.1, p < 0.0001). Neither model produced patients younger than 25 years; GPT-3.5 generated no one older than 47 years and GPT-4-mini no one older than 56 years. Gender proportions also differed markedly, skewing heavily toward males (GPT-3.5: χ2(1) = 23.84, p < 0.0001; GPT4mini: χ2(1) = 191.7, p < 0.0001). Male patients constituted 64.7% and 92.8% of the two cohorts. Name diversity was limited: GPT-3.5 yielded 104 unique first-last-name combinations, whereas GPT-4-mini produced only nine. Ethnic profiles were similarly imbalanced, featuring overrepresentation of some groups and complete absence of others (χ2(10) = 42.19, p < 0.0001). In their default state, the evaluated models create synthetic patient pools that exclude younger, older, female and most minority-ethnic representations. Such demographically narrow outputs threaten to normalise biased clinical expectations and may undermine efforts to prepare students for equitable practice. Baseline auditing of model behaviour is therefore essential, providing a benchmark against which prompt-engineering or data-curation strategies can be evaluated before generative systems are integrated into formal curricula.
????LLM/???AI + ??/???/?????????	????	41232097	10.2196/79091	2025	2025 Nov 13	Embracing the Future of Medical Education With Large Language Model-Based Virtual Patients: Scoping Review.	Journal of medical Internet research	Zeng J; Qi W; Shen S; Liu X; Li S; Wang B; Dong C; Zhu X	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	In recent years, large language models (LLMs) have experienced rapid development. LLM-based virtual patients have begun to gain attention, offering new opportunities for simulations in medical education. This study aims to systematically analyze the current applications, research trends, and challenges of LLM-based virtual patients in medical education and to explore potential future directions for development. This study adheres to the PRISMA-ScR (Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for Scoping Reviews) guidelines. Five databases (Web of Science Core Collection, PubMed, IEEE Xplore, Embase, and Scopus) were searched from January 1, 2018, to June 24, 2025, to identify studies related to the application of LLM-based virtual patients in medical education. A comprehensive analysis of LLM-based virtual patients from research design to application and evaluation was conducted. A total of 28 studies were included in this scoping review. Analysis revealed that 92.9% (26/28) of the studies were published in the past 2 years, indicating that LLM-based virtual patient research is still in its early stages. The research primarily focuses on medical training and spans a wide range of medical disciplines. When using LLMs, advanced technologies such as social robots, virtual reality, and mixed reality are used to present LLM-based virtual patients. Combining these technologies with various supplementary tools enhances the realism of LLM-based virtual patients and improves user interaction. The evaluation of LLM-based virtual patients mainly emphasizes user experience. However, evaluation methods lack standardization, and only 13% (3/23) of studies used validated tools in assessing LLM-based virtual patients, while only 21.7% (5/23) of studies objectively measured learning outcomes facilitated by LLM-based virtual patients. All included studies expressed a positive attitude toward LLM-based virtual patients; however, they overlook privacy and security considerations in practical applications. LLM-based virtual patients hold significant innovation potential in medical education and are still in the early stages of development. They are primarily applied in medical training and show promise in communication skills training, although they cannot replace real-world interactions. Moreover, the heterogeneity of research designs, the absence of nonverbal cues in interactions, and concerns regarding privacy and security limit their broader implementation. Future research should focus on improving the reliability, realism, safety, and scientific efficacy of LLM-based virtual patients. Open Science Framework Registries 10.17605/OSF.IO/DMC9Q; https://osf.io/DMC9Q/overview.
????LLM/???AI + ??/???/?????????	????/????	41303069	10.3390/jcm14228033	2025	2025 Nov 12	Benchmarking ChatGPT and Other Large Language Models for Personalized Stage-Specific Dietary Recommendations in Chronic Kidney Disease.	Journal of clinical medicine	Kairat M; Adilmetova G; Ibraimova I; Gaipov A; Varol HA; Chan MY	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	Background: Chronic kidney disease (CKD) requires strict dietary management tailored to disease stage and individual needs. Recent advances in artificial intelligence (AI) have introduced chatbot-based tools capable of generating dietary recommendations. However, their accuracy, personalization, and practical applicability in clinical nutrition remain largely unvalidated, particularly in non-Western settings. Methods: Simulated patient profiles representing each CKD stage were developed and used to prompt GPT-4 (OpenAI), Gemini (Google), and Copilot (Microsoft) with the same request for meal planning. AI-generated diets were evaluated by three physicians using a 5-point Likert scale across three criteria: personalization, consistency with guidelines, practicality, and availability. Descriptive statistics, Kruskal-Wallis tests, and Dunn's post hoc tests were performed to compare model performance. Nutritional analysis of four meal plans (Initial, GPT-4, Gemini, and Copilot) was conducted using both GPT-4 estimates and manual calculations validated against clinical dietary sources. Results: Scores for personalization and consistency were significantly higher for Gemini and GPT-4 compared with Copilot, with no significant differences between Gemini and GPT-4 (p = 0.0001 and p = 0.0002, respectively). Practicality showed marginal significance, with GPT-4 slightly outperforming Gemini (p = 0.0476). Nutritional component analysis revealed discrepancies between GPT-4's internal estimations and manual values, with occasional deviations from clinical guidelines, most notably for sodium and potassium, and moderate overestimation for phosphorus. Conclusions: While AI chatbots show promise in delivering dietary guidance for CKD patients, with Gemini demonstrating the strongest performance, further development, clinical validation, and testing with real patient data are needed before AI-driven tools can be fully integrated into patient-centered CKD nutritional care.
????LLM/???AI + ??/???/?????????	????/????	41301175	10.3390/bioengineering12111219	2025	2025 Nov 07	The Development and Evaluation of a Retrieval-Augmented Generation Large Language Model Virtual Assistant for Postoperative Instructions.	Bioengineering (Basel, Switzerland)	Haider SA; Prabha S; Gomez Cabello CA; Genovese A; Collaco B; Wood N; London J; Bagaria S	Q1_precise_llm_virtual_standardized_patient;Q4_virtual_patient_generative_ai	"During postoperative recovery, patients and their caregivers often lack crucial information, leading to numerous repetitive inquiries that burden healthcare providers. Traditional discharge materials, including paper handouts and patient portals, are often static, overwhelming, or underutilized, leading to patient overwhelm and contributing to unnecessary ER visits and overall healthcare overutilization. Conversational chatbots offer a solution, but Natural Language Processing (NLP) systems are often inflexible and limited in understanding, while powerful Large Language Models (LLMs) are prone to generating ""hallucinations"". To combine the deterministic framework of traditional NLP with the probabilistic capabilities of LLMs, we developed the AI Virtual Assistant (AIVA) Platform. This system utilizes a retrieval-augmented generation (RAG) architecture, integrating Gemini 2.0 Flash with a medically verified knowledge base via Google Vertex AI, to safely deliver dynamic, patient-facing postoperative guidance grounded in validated clinical content. The AIVA Platform was evaluated through 750 simulated patient interactions derived from 250 unique postoperative queries across 20 high-frequency recovery domains. Three blinded physician reviewers assessed formal system performance, evaluating classification metrics (accuracy, precision, recall, F1-score), relevance (SSI Index), completeness, and consistency (5-point Likert scale). Safety guardrails were tested with 120 out-of-scope queries and 30 emergency escalation scenarios. Additionally, groundedness, fluency, and readability were assessed using automated LLM metrics. The system achieved 98.4% classification accuracy (precision 1.0, recall 0.98, F1-score 0.9899). Physician reviews showed high completeness (4.83/5), consistency (4.49/5), and relevance (SSI Index 2.68/3). Safety guardrails successfully identified 100% of out-of-scope and escalation scenarios. Groundedness evaluations demonstrated strong context precision (0.951), recall (0.910), and faithfulness (0.956), with 95.6% verification agreement. While fluency and semantic alignment were high (BERTScore F1 0.9013, ROUGE-1 0.8377), readability was 11th-grade level (Flesch-Kincaid 46.34). The simulated testing demonstrated strong technical accuracy, safety, and clinical relevance in simulated postoperative care. Its architecture effectively balances flexibility and safety, addressing key limitations of standalone NLP and LLMs. While readability remains a challenge, these findings establish a solid foundation, demonstrating readiness for clinical trials and real-world testing within surgical care pathways."
????LLM/???AI + ??/???/?????????	?????/OSCE	40836272	10.1111/jmwh.70015	2025	2025	Telehealth Simulations with Generative Artificial Intelligence in Midwifery Education: Practice for Person-Centered and Culturally Responsive Care.	Journal of midwifery & women's health	McGrew HC; Faucett K; Russell RG; Holt JE; Tapp J; Steed J; Phillippi J	Q1_precise_llm_virtual_standardized_patient;Q2_llm_education_patient_simulation;Q4_virtual_patient_generative_ai	The International Confederation of Midwives Essential Competencies and the American College of Nurse-Midwives Core Competencies for Basic Midwifery Practice include essential skills needed for safe entry-level practice and provision of person-centered care to individuals from diverse backgrounds. However, opportunities for midwifery students to interact with diverse patient populations may be limited, especially in homogenous areas. Education programs struggle to recruit standardized patients from wide-ranging social, cultural, ethnic, and religious backgrounds. In addition, midwifery students may lack skills or experience in providing culturally responsive care, potentially affecting patients and exacerbating health disparities. This article reports on the pilot use of an online artificial intelligence (AI) simulation platform to prepare midwifery students for person-centered telehealth with culturally and socially diverse, underserved patients. The platform used generative technology to produce interactive avatars with detailed histories and allowed spontaneous and adaptive conversations between the virtual patient and midwife-in-training. Ease of use, avatar fidelity, ability to incorporate diverse cultural elements, student learning, time, and cost in the development were assessed. Case development requires collaboration and an iterative approach. Similar to traditional simulation, AI-based simulations require careful planning, pre- and debriefing discussions, and continuous improvement efforts for maximal student learning. Generative AI-based simulations can enable efficient, flexible preparation for patient-centered, culturally appropriate telehealth.
????LLM/???AI + ??/???/?????????	?????/OSCE	40704693	10.1097/XCS.0000000000001505	2025	2025 Nov 01	The Digital Standardized Patient: An Artificial Intelligence Coach for Cultural Dexterity in Surgical Care.	Journal of the American College of Surgeons	Rao AS; Lee RS; Bott E; Jiang S; Jiao Q; Dacier BM; Haider A; Farrell S	Q1_precise_llm_virtual_standardized_patient;Q3_ai_patient_terms;Q4_virtual_patient_generative_ai	Cultural dexterity, defined as the ability to effectively respond to diverse patient backgrounds, is crucial for equitable surgical care. Standardized patient (SP) encounters are proven tools for cultivating these skills but are resource-intensive and limited in scope. Large language models (LLMs) offer a scalable solution. This study evaluates the feasibility and perceived effectiveness of an LLM-based SP platform (SP-LLM) for cultural dexterity training among general surgery residents. In this 2-week pilot cohort study, 16 general surgery residents at a single academic center interacted with a novel SP-LLM platform simulating 2 scenarios from the Provider Awareness and Cultural Dexterity Toolkit for Surgeons curriculum. Residents engaged with the SP-LLM via both text and voice to navigate complex, culturally sensitive patient encounters. Postinteraction surveys assessed perceptions of realism, emotional depth, cultural relevance, and educational utility using Likert scales and qualitative responses. Residents found the SP-LLM to be clinically accurate (mean score 4.27) and its portrayals realistic (4.00). The platform supported culturally sensitive communication (mean score 3.87) and helped residents address patient emotions (3.87). Text-based interactions were valued for encouraging reflection (mean score 4.00), whereas voice interactions received more mixed feedback (3.13). Participants reported strong utility for discussing pain management (mean score 4.40) and some effectiveness in addressing medical mistrust (3.40). Qualitative feedback emphasized a need for more nuanced patient histories and improved voice realism. This pilot study demonstrates the promise of SP-LLMs as scalable tools for advancing cultural dexterity training in surgical education and beyond. Residents found the platform clinically relevant and effective for practicing culturally sensitive communication. With continued development, SP-LLMs have the potential to broaden access to high-quality, scenario-based training across medical specialties and institutions.
????LLM/???AI + ??/???/?????????	????	40372387	10.1080/0142159X.2025.2501252	2025	2025 Nov	Twelve tips: Using generative AI to create and optimize content for virtual patient simulations.	Medical teacher	Moser M; Posel N; Ganescu O; Fleiszer D	Q1_precise_llm_virtual_standardized_patient;Q2_llm_education_patient_simulation;Q4_virtual_patient_generative_ai	Generative Artificial Intelligence (GenAI) is increasingly being used in medical education, including the creation of content for clinical virtual patient simulation (VPS). We share practical insights drawn from our experience as medical educators, designed to help other educators integrate GenAI tools such as ChatGPT, Gemini, or Claude. We provide 12 practical tips that illustrate how GenAI can be used for the creation of content for VPS to streamline case development and increase realism for our learners. GenAI saves resources of time and expense by streamlining case creation, including creating patient images, clinical reports, and assessment questions. Clinical content experts can now concentrate on defining the case focus and on final-stage review, improving efficiency. It simplifies the development of effective scoring rubrics and meaningful formative feedback, enhancing learner engagement and clinical reasoning. By reducing the time needed to create VPS content, GenAI can allow educators to focus more on educational objectives and feedback to programs and learners. While GenAI is new and has limitations, these are likely to be addressed in the near future. As GenAI evolves, it will continue to transform VPS through improved realism, streamlined case creation, and more informative feedback, further supporting its role in medical education.
